Location,Business Date,Revenue Center,Menu Group,Menu Item,Spirit Category,Qty Sold,Gross Sales,Item Cost,Net Sales,Void Qty,Void Amount,Comp Qty,Comp Amount,Avg Price
"Laundry Room",2025-12-29,Bar,"Spirits (Neat/Rocks)","Belvedere","Vodka",2,30,6.4,30,0,0,0,0,15
"Laundry Room",2025-12-29,Bar,"Spirits (Neat/Rocks)","Don Julio 1942","Tequila / Mezcal",3,114,36,114,0,0,0,0,38
"Laundry Room",2025-12-29,Bar,"Spirits (Neat/Rocks)","Clase Azul Reposado","Tequila / Mezcal",2,90,30,90,0,0,0,0,45
"Laundry Room",2025-12-29,Bar,"Spirits (Neat/Rocks)","Casamigos Reposado","Tequila / Mezcal",2,32,7.6,32,0,0,0,0,16
"Laundry Room",2025-12-29,Bar,"Spirits (Neat/Rocks)","Del Maguey Vida Mezcal","Tequila / Mezcal",1,14,3.4,14,0,0,0,0,14
"Laundry Room",2025-12-29,Bar,"Spirits (Neat/Rocks)","Flor de Caña 12","Rum",1,14,3,14,0,0,0,0,14
"Laundry Room",2025-12-29,Bar,"Wine","House Cabernet","Wine",4,48,9.6,48,0,0,0,0,12
"Laundry Room",2025-12-29,Bar,"Wine","House Chardonnay","Wine",2,24,4.8,24,0,0,0,0,12
"Laundry Room",2025-12-29,Bar,"Wine","Prosecco Glass","Wine",4,56,12,56,0,0,0,0,14
"Laundry Room",2025-12-29,Bar,"Champagne / Sparkling","Veuve Clicquot Bottle","Champagne",1,220,55,220,0,0,0,0,220
"Laundry Room",2025-12-29,Bar,"Non-Alcoholic","Water Bottle","Non-Alcoholic",2,10,1,10,0,0,0,0,5
"We All Scream",2025-12-29,Bar,"Cocktails","Tito's Soda","Vodka",119,1547,261.8,1547,0,0,0,0,13
"We All Scream",2025-12-29,Bar,"Cocktails","Vodka Red Bull","Vodka",130,1950,494,1950,0,0,0,0,15
"We All Scream",2025-12-29,Bar,"Cocktails","Moscow Mule","Vodka",61,854,183,854,0,0,0,0,14
"We All Scream",2025-12-29,Bar,"Cocktails","Lemon Drop","Vodka",60,900,192,900,0,0,0,0,15
"We All Scream",2025-12-29,Bar,"Cocktails","Espresso Martini","Vodka",61,1037,274.5,1037,0,0,0,0,17
"We All Scream",2025-12-29,Bar,"Cocktails","Dirty Martini","Vodka",22,352,74.8,352,0,0,0,0,16
"We All Scream",2025-12-29,Bar,"Cocktails","Casamigos Margarita","Tequila / Mezcal",69,1104,262.2,1104,0,0,0,0,16
"We All Scream",2025-12-29,Bar,"Cocktails","Spicy Margarita","Tequila / Mezcal",47,799,197.4,799,0,0,0,0,17
"We All Scream",2025-12-29,Bar,"Cocktails","Ranch Water","Tequila / Mezcal",60,840,168,840,0,0,0,0,14
"We All Scream",2025-12-29,Bar,"Cocktails","Jack & Coke","Whiskey / Bourbon",93,1116,223.2,1116,0,0,0,0,12
"We All Scream",2025-12-29,Bar,"Shots","Fireball","Whiskey / Bourbon",90,720,108,720,0,0,0,0,8
"We All Scream",2025-12-29,Bar,"Shots","Jameson Shot","Whiskey / Bourbon",66,660,132,660,0,0,0,0,10
"We All Scream",2025-12-29,Bar,"Shots","Patron Shot","Tequila / Mezcal",70,840,182,840,0,0,0,0,12
"We All Scream",2025-12-29,Bar,"Shots","Casamigos Shot","Tequila / Mezcal",61,732,170.8,732,0,0,0,0,12
"We All Scream",2025-12-29,Bar,"Shots","Vegas Bomb","Other Spirits",55,550,154,530,2,20,0,0,10
"We All Scream",2025-12-29,Bar,"Shots","Jagermeister","Other Spirits",56,448,78.4,448,0,0,0,0,8
"We All Scream",2025-12-29,Bar,"Shots","Rumple Minze","Other Spirits",32,288,51.2,279,0,0,1,9,9
"We All Scream",2025-12-29,Bar,"Shots","Kamikaze","Vodka",26,234,41.6,234,0,0,0,0,9
"We All Scream",2025-12-29,Bar,"Shots","Lemon Drop Shot","Vodka",39,390,70.2,390,0,0,0,0,10
"We All Scream",2025-12-29,Bar,"Cocktails","Long Island Iced Tea","Other Spirits",68,1088,204,1088,0,0,0,0,16
"We All Scream",2025-12-29,Bar,"Cocktails","Mojito","Rum",30,420,84,420,0,0,0,0,14
"We All Scream",2025-12-29,Bar,"Cocktails","Rum Punch","Rum",46,598,115,598,0,0,0,0,13
"We All Scream",2025-12-29,Bar,"Beer - Draft","Modelo Especial Draft","Beer",129,1032,232.2,1032,0,0,0,0,8
"We All Scream",2025-12-29,Bar,"Beer - Draft","Corona Draft","Beer",71,568,127.8,568,0,0,0,0,8
"We All Scream",2025-12-29,Bar,"Beer - Draft","Bud Light Draft","Beer",106,742,127.2,742,0,0,0,0,7
"We All Scream",2025-12-29,Bar,"Beer - Draft","Dos Equis Draft","Beer",63,504,100.8,504,0,0,0,0,8
"We All Scream",2025-12-29,Bar,"Beer - Draft","Blue Moon Draft","Beer",31,248,55.8,248,0,0,0,0,8
"We All Scream",2025-12-29,Bar,"Beer - Bottle/Can","Modelo Bottle","Beer",107,749,149.8,749,0,0,0,0,7
"We All Scream",2025-12-29,Bar,"Beer - Bottle/Can","Corona Bottle","Beer",93,651,130.2,651,0,0,0,0,7
"We All Scream",2025-12-29,Bar,"Beer - Bottle/Can","Bud Light Bottle","Beer",73,438,65.7,438,0,0,0,0,6
"We All Scream",2025-12-29,Bar,"Beer - Bottle/Can","Pacifico Bottle","Beer",52,364,72.8,364,0,0,0,0,7
"We All Scream",2025-12-29,Bar,"Beer - Bottle/Can","White Claw","Beer",68,544,108.8,544,0,0,0,0,8
"We All Scream",2025-12-29,Bar,"Beer - Bottle/Can","Michelob Ultra","Beer",43,301,47.3,301,0,0,0,0,7
"We All Scream",2025-12-29,Bar,"Frozen Cocktails","Frozen Margarita","Tequila / Mezcal",38,532,106.4,532,0,0,0,0,14
"We All Scream",2025-12-29,Bar,"Frozen Cocktails","Frosé","Other Spirits",39,546,124.8,546,0,0,0,0,14
"We All Scream",2025-12-29,Bar,"Non-Alcoholic","Red Bull","Non-Alcoholic",82,492,164,492,0,0,0,0,6
"We All Scream",2025-12-29,Bar,"Non-Alcoholic","Red Bull (Standalone)","Non-Alcoholic",43,301,86,301,0,0,0,0,7
"We All Scream",2025-12-29,Bar,"Non-Alcoholic","Water Bottle","Non-Alcoholic",65,325,32.5,325,0,0,0,0,5
"We All Scream",2025-12-29,Bar,"Non-Alcoholic","Liquid Death","Non-Alcoholic",30,180,36,180,0,0,0,0,6
"We All Scream",2025-12-29,Bar,"Champagne / Sparkling","Moët & Chandon Bottle","Champagne",16,2880,720,2880,0,0,0,0,180
"We All Scream",2025-12-29,Bar,"Champagne / Sparkling","Veuve Clicquot Bottle","Champagne",11,2420,605,2420,0,0,0,0,220
"We All Scream",2025-12-29,Bar,"Champagne / Sparkling","Dom Pérignon Bottle","Champagne",5,2250,750,1800,1,450,0,0,450
"Discopussy",2025-12-29,Bar,"Cocktails","Vodka Red Bull","Vodka",131,1965,497.8,1965,0,0,0,0,15
"Discopussy",2025-12-29,Bar,"Cocktails","Tito's Soda","Vodka",114,1482,250.8,1482,0,0,0,0,13
"Discopussy",2025-12-29,Bar,"Cocktails","Moscow Mule","Vodka",50,700,150,700,0,0,0,0,14
"Discopussy",2025-12-29,Bar,"Cocktails","Espresso Martini","Vodka",69,1173,310.5,1173,0,0,0,0,17
"Discopussy",2025-12-29,Bar,"Cocktails","Lemon Drop","Vodka",42,630,134.4,630,0,0,0,0,15
"Discopussy",2025-12-29,Bar,"Cocktails","Casamigos Margarita","Tequila / Mezcal",65,1040,247,1040,0,0,0,0,16
"Discopussy",2025-12-29,Bar,"Cocktails","Spicy Margarita","Tequila / Mezcal",60,1020,252,1020,0,0,0,0,17
"Discopussy",2025-12-29,Bar,"Cocktails","Ranch Water","Tequila / Mezcal",37,518,103.6,504,1,14,0,0,14
"Discopussy",2025-12-29,Bar,"Cocktails","Jack & Coke","Whiskey / Bourbon",87,1044,208.8,1044,0,0,0,0,12
"Discopussy",2025-12-29,Bar,"Shots","Fireball","Whiskey / Bourbon",104,832,124.8,832,0,0,0,0,8
"Discopussy",2025-12-29,Bar,"Shots","Jameson Shot","Whiskey / Bourbon",72,720,144,720,0,0,0,0,10
"Discopussy",2025-12-29,Bar,"Shots","Patron Shot","Tequila / Mezcal",77,924,200.2,924,0,0,0,0,12
"Discopussy",2025-12-29,Bar,"Shots","Casamigos Shot","Tequila / Mezcal",61,732,170.8,732,0,0,0,0,12
"Discopussy",2025-12-29,Bar,"Shots","Vegas Bomb","Other Spirits",99,990,277.2,990,0,0,0,0,10
"Discopussy",2025-12-29,Bar,"Shots","Jagermeister","Other Spirits",82,656,114.8,656,0,0,0,0,8
"Discopussy",2025-12-29,Bar,"Shots","Rumple Minze","Other Spirits",55,495,88,495,0,0,0,0,9
"Discopussy",2025-12-29,Bar,"Shots","Kamikaze","Vodka",51,459,81.6,459,0,0,0,0,9
"Discopussy",2025-12-29,Bar,"Shots","Lemon Drop Shot","Vodka",37,370,66.6,370,0,0,0,0,10
"Discopussy",2025-12-29,Bar,"Cocktails","Long Island Iced Tea","Other Spirits",80,1280,240,1280,0,0,0,0,16
"Discopussy",2025-12-29,Bar,"Beer - Draft","Modelo Especial Draft","Beer",110,880,198,880,0,0,0,0,8
"Discopussy",2025-12-29,Bar,"Beer - Draft","Corona Draft","Beer",64,512,115.2,512,0,0,0,0,8
"Discopussy",2025-12-29,Bar,"Beer - Draft","Bud Light Draft","Beer",103,721,123.6,721,0,0,0,0,7
"Discopussy",2025-12-29,Bar,"Beer - Bottle/Can","Modelo Bottle","Beer",84,588,117.6,588,0,0,0,0,7
"Discopussy",2025-12-29,Bar,"Beer - Bottle/Can","Corona Bottle","Beer",71,497,99.4,497,0,0,0,0,7
"Discopussy",2025-12-29,Bar,"Beer - Bottle/Can","Bud Light Bottle","Beer",81,486,72.9,486,0,0,0,0,6
"Discopussy",2025-12-29,Bar,"Beer - Bottle/Can","White Claw","Beer",84,672,134.4,672,0,0,0,0,8
"Discopussy",2025-12-29,Bar,"Beer - Bottle/Can","Michelob Ultra","Beer",31,217,34.1,217,0,0,0,0,7
"Discopussy",2025-12-29,Bar,"Non-Alcoholic","Red Bull","Non-Alcoholic",99,594,198,594,0,0,0,0,6
"Discopussy",2025-12-29,Bar,"Non-Alcoholic","Red Bull (Standalone)","Non-Alcoholic",55,385,110,385,0,0,0,0,7
"Discopussy",2025-12-29,Bar,"Non-Alcoholic","Water Bottle","Non-Alcoholic",86,430,43,430,0,0,0,0,5
"Discopussy",2025-12-29,Bar,"Non-Alcoholic","Liquid Death","Non-Alcoholic",39,234,46.8,234,0,0,0,0,6
"Discopussy",2025-12-29,Bar,"Champagne / Sparkling","Moët & Chandon Bottle","Champagne",20,3600,900,3600,0,0,0,0,180
"Discopussy",2025-12-29,Bar,"Champagne / Sparkling","Veuve Clicquot Bottle","Champagne",12,2640,660,2640,0,0,0,0,220
"Lucky Day",2025-12-29,Bar,"Cocktails","Casamigos Margarita","Tequila / Mezcal",66,1056,250.8,1056,0,0,0,0,16
"Lucky Day",2025-12-29,Bar,"Cocktails","Spicy Margarita","Tequila / Mezcal",79,1343,331.8,1343,0,0,0,0,17
"Lucky Day",2025-12-29,Bar,"Cocktails","Paloma","Tequila / Mezcal",46,690,161,690,0,0,0,0,15
"Lucky Day",2025-12-29,Bar,"Cocktails","Ranch Water","Tequila / Mezcal",55,770,154,770,0,0,0,0,14
"Lucky Day",2025-12-29,Bar,"Cocktails","Mezcal Mule","Tequila / Mezcal",38,608,152,608,0,0,0,0,16
"Lucky Day",2025-12-29,Bar,"Cocktails","Oaxacan Old Fashioned","Tequila / Mezcal",38,684,197.6,684,0,0,0,0,18
"Lucky Day",2025-12-29,Bar,"Frozen Cocktails","Frozen Margarita","Tequila / Mezcal",39,546,109.2,546,0,0,0,0,14
"Lucky Day",2025-12-29,Bar,"Spirits (Neat/Rocks)","Casamigos Blanco","Tequila / Mezcal",47,658,150.4,658,0,0,0,0,14
"Lucky Day",2025-12-29,Bar,"Spirits (Neat/Rocks)","Casamigos Reposado","Tequila / Mezcal",42,672,159.6,672,0,0,0,0,16
"Lucky Day",2025-12-29,Bar,"Spirits (Neat/Rocks)","Don Julio 1942","Tequila / Mezcal",27,1026,324,1026,0,0,0,0,38
"Lucky Day",2025-12-29,Bar,"Spirits (Neat/Rocks)","Clase Azul Reposado","Tequila / Mezcal",29,1305,435,1305,0,0,0,0,45
"Lucky Day",2025-12-29,Bar,"Spirits (Neat/Rocks)","Patron Silver","Tequila / Mezcal",37,518,111,518,0,0,0,0,14
"Lucky Day",2025-12-29,Bar,"Spirits (Neat/Rocks)","Del Maguey Vida Mezcal","Tequila / Mezcal",38,532,129.2,532,0,0,0,0,14
"Lucky Day",2025-12-29,Bar,"Shots","Patron Shot","Tequila / Mezcal",59,708,153.4,708,0,0,0,0,12
"Lucky Day",2025-12-29,Bar,"Shots","Casamigos Shot","Tequila / Mezcal",59,708,165.2,708,0,0,0,0,12
"Lucky Day",2025-12-29,Bar,"Shots","Don Julio Shot","Tequila / Mezcal",32,448,108.8,448,0,0,0,0,14
"Lucky Day",2025-12-29,Bar,"Cocktails","Tito's Soda","Vodka",17,221,37.4,221,0,0,0,0,13
"Lucky Day",2025-12-29,Bar,"Cocktails","Moscow Mule","Vodka",13,182,39,182,0,0,0,0,14
"Lucky Day",2025-12-29,Bar,"Cocktails","Old Fashioned","Whiskey / Bourbon",14,224,56,224,0,0,0,0,16
"Lucky Day",2025-12-29,Bar,"Cocktails","Jack & Coke","Whiskey / Bourbon",19,228,45.6,228,0,0,0,0,12
"Lucky Day",2025-12-29,Bar,"Shots","Fireball","Whiskey / Bourbon",10,80,12,80,0,0,0,0,8
"Lucky Day",2025-12-29,Bar,"Beer - Draft","Modelo Especial Draft","Beer",34,272,61.2,272,0,0,0,0,8
"Lucky Day",2025-12-29,Bar,"Beer - Draft","Corona Draft","Beer",26,208,46.8,200,0,0,1,8,8
"Lucky Day",2025-12-29,Bar,"Beer - Draft","Dos Equis Draft","Beer",28,224,44.8,224,0,0,0,0,8
"Lucky Day",2025-12-29,Bar,"Beer - Bottle/Can","Modelo Bottle","Beer",28,196,39.2,196,0,0,0,0,7
"Lucky Day",2025-12-29,Bar,"Beer - Bottle/Can","Corona Bottle","Beer",20,140,28,140,0,0,0,0,7
"Lucky Day",2025-12-29,Bar,"Beer - Bottle/Can","Pacifico Bottle","Beer",28,196,39.2,196,0,0,0,0,7
"Lucky Day",2025-12-29,Bar,"Beer - Bottle/Can","Dos Equis Bottle","Beer",25,175,30,175,0,0,0,0,7
"Lucky Day",2025-12-29,Bar,"Beer - Bottle/Can","Tecate","Beer",22,132,22,126,0,0,1,6,6
"Lucky Day",2025-12-29,Bar,"Beer - Bottle/Can","Negra Modelo","Beer",18,126,25.2,126,0,0,0,0,7
"Lucky Day",2025-12-29,Bar,"Wine","House Malbec","Wine",8,104,20.8,104,0,0,0,0,13
"Lucky Day",2025-12-29,Bar,"Wine","Prosecco Glass","Wine",9,126,27,126,0,0,0,0,14
"Lucky Day",2025-12-29,Bar,"Non-Alcoholic","Water Bottle","Non-Alcoholic",19,95,9.5,95,0,0,0,0,5
"Lucky Day",2025-12-29,Bar,"Non-Alcoholic","Soft Drink","Non-Alcoholic",12,48,3.6,48,0,0,0,0,4
"Park On Fremont",2025-12-29,Bar,"Cocktails","Casamigos Margarita","Tequila / Mezcal",60,960,228,960,0,0,0,0,16
"Park On Fremont",2025-12-29,Bar,"Cocktails","Spicy Margarita","Tequila / Mezcal",33,561,138.6,561,0,0,0,0,17
"Park On Fremont",2025-12-29,Bar,"Cocktails","Paloma","Tequila / Mezcal",32,480,112,480,0,0,0,0,15
"Park On Fremont",2025-12-29,Bar,"Cocktails","Ranch Water","Tequila / Mezcal",45,630,126,630,0,0,0,0,14
"Park On Fremont",2025-12-29,Bar,"Cocktails","Tito's Soda","Vodka",52,676,114.4,676,0,0,0,0,13
"Park On Fremont",2025-12-29,Bar,"Cocktails","Moscow Mule","Vodka",36,504,108,504,0,0,0,0,14
"Park On Fremont",2025-12-29,Bar,"Cocktails","Old Fashioned","Whiskey / Bourbon",35,560,140,560,0,0,0,0,16
"Park On Fremont",2025-12-29,Bar,"Cocktails","Whiskey Sour","Whiskey / Bourbon",27,405,94.5,405,0,0,0,0,15
"Park On Fremont",2025-12-29,Bar,"Cocktails","Jack & Coke","Whiskey / Bourbon",40,480,96,480,0,0,0,0,12
"Park On Fremont",2025-12-29,Bar,"Cocktails","Mojito","Rum",26,364,72.8,364,0,0,0,0,14
"Park On Fremont",2025-12-29,Bar,"Cocktails","Dark & Stormy","Rum",19,266,57,266,0,0,0,0,14
"Park On Fremont",2025-12-29,Bar,"Cocktails","Gin & Tonic","Gin",24,312,62.4,312,0,0,0,0,13
"Park On Fremont",2025-12-29,Bar,"Cocktails","Aperol Spritz","Other Spirits",30,420,114,420,0,0,0,0,14
"Park On Fremont",2025-12-29,Bar,"Shots","Fireball","Whiskey / Bourbon",31,248,37.2,248,0,0,0,0,8
"Park On Fremont",2025-12-29,Bar,"Shots","Jameson Shot","Whiskey / Bourbon",23,230,46,230,0,0,0,0,10
"Park On Fremont",2025-12-29,Bar,"Beer - Draft","Modelo Especial Draft","Beer",120,960,216,936,3,24,0,0,8
"Park On Fremont",2025-12-29,Bar,"Beer - Draft","Corona Draft","Beer",66,528,118.8,528,0,0,0,0,8
"Park On Fremont",2025-12-29,Bar,"Beer - Draft","Stella Artois Draft","Beer",35,315,77,315,0,0,0,0,9
"Park On Fremont",2025-12-29,Bar,"Beer - Draft","Bud Light Draft","Beer",90,630,108,630,0,0,0,0,7
"Park On Fremont",2025-12-29,Bar,"Beer - Draft","Local IPA Draft","Beer",48,432,115.2,432,0,0,0,0,9
"Park On Fremont",2025-12-29,Bar,"Beer - Draft","Blue Moon Draft","Beer",42,336,75.6,336,0,0,0,0,8
"Park On Fremont",2025-12-29,Bar,"Beer - Draft","Dos Equis Draft","Beer",31,248,49.6,248,0,0,0,0,8
"Park On Fremont",2025-12-29,Bar,"Beer - Draft","Guinness Draft","Beer",22,198,57.2,198,0,0,0,0,9
"Park On Fremont",2025-12-29,Bar,"Beer - Bottle/Can","Modelo Bottle","Beer",55,385,77,385,0,0,0,0,7
"Park On Fremont",2025-12-29,Bar,"Beer - Bottle/Can","Corona Bottle","Beer",62,434,86.8,434,0,0,0,0,7
"Park On Fremont",2025-12-29,Bar,"Beer - Bottle/Can","Pacifico Bottle","Beer",47,329,65.8,329,0,0,0,0,7
"Park On Fremont",2025-12-29,Bar,"Beer - Bottle/Can","Bud Light Bottle","Beer",59,354,53.1,354,0,0,0,0,6
"Park On Fremont",2025-12-29,Bar,"Beer - Bottle/Can","Michelob Ultra","Beer",38,266,41.8,266,0,0,0,0,7
"Park On Fremont",2025-12-29,Bar,"Beer - Bottle/Can","Heineken Bottle","Beer",23,161,36.8,161,0,0,0,0,7
"Park On Fremont",2025-12-29,Bar,"Beer - Bottle/Can","White Claw","Beer",35,280,56,280,0,0,0,0,8
"Park On Fremont",2025-12-29,Bar,"Wine","House Cabernet","Wine",35,420,84,420,0,0,0,0,12
"Park On Fremont",2025-12-29,Bar,"Wine","House Chardonnay","Wine",42,504,100.8,504,0,0,0,0,12
"Park On Fremont",2025-12-29,Bar,"Wine","House Pinot Grigio","Wine",32,384,70.4,384,0,0,0,0,12
"Park On Fremont",2025-12-29,Bar,"Wine","Prosecco Glass","Wine",32,448,96,448,0,0,0,0,14
"Park On Fremont",2025-12-29,Bar,"Wine","Rosé Glass","Wine",27,351,75.6,351,0,0,0,0,13
"Park On Fremont",2025-12-29,Bar,"Wine","House Malbec","Wine",20,260,52,260,0,0,0,0,13
"Park On Fremont",2025-12-29,Bar,"Champagne / Sparkling","Prosecco Bottle","Champagne",11,528,132,480,0,0,1,48,48
"Park On Fremont",2025-12-29,Bar,"Non-Alcoholic","Water Bottle","Non-Alcoholic",30,150,15,150,0,0,0,0,5
"Park On Fremont",2025-12-29,Bar,"Non-Alcoholic","Soft Drink","Non-Alcoholic",55,220,16.5,212,2,8,0,0,4
"Cheapshot",2025-12-29,Bar,"Cocktails","Tito's Soda","Vodka",25,325,55,325,0,0,0,0,13
"Cheapshot",2025-12-29,Bar,"Cocktails","Moscow Mule","Vodka",17,238,51,238,0,0,0,0,14
"Cheapshot",2025-12-29,Bar,"Cocktails","Vodka Red Bull","Vodka",23,345,87.4,345,0,0,0,0,15
"Cheapshot",2025-12-29,Bar,"Cocktails","Casamigos Margarita","Tequila / Mezcal",19,304,72.2,288,0,0,1,16,16
"Cheapshot",2025-12-29,Bar,"Cocktails","Ranch Water","Tequila / Mezcal",11,154,30.8,154,0,0,0,0,14
"Cheapshot",2025-12-29,Bar,"Cocktails","Old Fashioned","Whiskey / Bourbon",23,368,92,368,0,0,0,0,16
"Cheapshot",2025-12-29,Bar,"Cocktails","Jack & Coke","Whiskey / Bourbon",30,360,72,360,0,0,0,0,12
"Cheapshot",2025-12-29,Bar,"Cocktails","Whiskey Sour","Whiskey / Bourbon",17,255,59.5,255,0,0,0,0,15
"Cheapshot",2025-12-29,Bar,"Shots","Fireball","Whiskey / Bourbon",29,232,34.8,232,0,0,0,0,8
"Cheapshot",2025-12-29,Bar,"Shots","Jameson Shot","Whiskey / Bourbon",24,240,48,240,0,0,0,0,10
"Cheapshot",2025-12-29,Bar,"Shots","Patron Shot","Tequila / Mezcal",11,132,28.6,132,0,0,0,0,12
"Cheapshot",2025-12-29,Bar,"Shots","Vegas Bomb","Other Spirits",16,160,44.8,160,0,0,0,0,10
"Cheapshot",2025-12-29,Bar,"Shots","Jagermeister","Other Spirits",20,160,28,160,0,0,0,0,8
"Cheapshot",2025-12-29,Bar,"Shots","Lemon Drop Shot","Vodka",10,100,18,100,0,0,0,0,10
"Cheapshot",2025-12-29,Bar,"Beer - Draft","Modelo Especial Draft","Beer",29,232,52.2,232,0,0,0,0,8
"Cheapshot",2025-12-29,Bar,"Beer - Draft","Corona Draft","Beer",31,248,55.8,248,0,0,0,0,8
"Cheapshot",2025-12-29,Bar,"Beer - Draft","Bud Light Draft","Beer",37,259,44.4,259,0,0,0,0,7
"Cheapshot",2025-12-29,Bar,"Beer - Draft","Local IPA Draft","Beer",13,117,31.2,117,0,0,0,0,9
"Cheapshot",2025-12-29,Bar,"Beer - Draft","Blue Moon Draft","Beer",11,88,19.8,88,0,0,0,0,8
"Cheapshot",2025-12-29,Bar,"Beer - Bottle/Can","Modelo Bottle","Beer",23,161,32.2,161,0,0,0,0,7
"Cheapshot",2025-12-29,Bar,"Beer - Bottle/Can","Corona Bottle","Beer",17,119,23.8,119,0,0,0,0,7
"Cheapshot",2025-12-29,Bar,"Beer - Bottle/Can","Bud Light Bottle","Beer",39,234,35.1,234,0,0,0,0,6
"Cheapshot",2025-12-29,Bar,"Beer - Bottle/Can","White Claw","Beer",14,112,22.4,112,0,0,0,0,8
"Cheapshot",2025-12-29,Bar,"Wine","House Cabernet","Wine",8,96,19.2,84,1,12,0,0,12
"Cheapshot",2025-12-29,Bar,"Wine","House Chardonnay","Wine",8,96,19.2,96,0,0,0,0,12
"Cheapshot",2025-12-29,Bar,"Non-Alcoholic","Water Bottle","Non-Alcoholic",14,70,7,70,0,0,0,0,5
"Cheapshot",2025-12-29,Bar,"Non-Alcoholic","Soft Drink","Non-Alcoholic",15,60,4.5,60,0,0,0,0,4
"Cheapshot",2025-12-29,Bar,"Non-Alcoholic","Red Bull (Standalone)","Non-Alcoholic",7,49,14,49,0,0,0,0,7
"La Mona Rosa",2025-12-29,Bar,"Cocktails","Casamigos Margarita","Tequila / Mezcal",105,1680,399,1680,0,0,0,0,16
"La Mona Rosa",2025-12-29,Bar,"Cocktails","Spicy Margarita","Tequila / Mezcal",72,1224,302.4,1224,0,0,0,0,17
"La Mona Rosa",2025-12-29,Bar,"Cocktails","Paloma","Tequila / Mezcal",65,975,227.5,975,0,0,0,0,15
"La Mona Rosa",2025-12-29,Bar,"Cocktails","Ranch Water","Tequila / Mezcal",44,616,123.2,616,0,0,0,0,14
"La Mona Rosa",2025-12-29,Bar,"Cocktails","Mezcal Mule","Tequila / Mezcal",43,688,172,688,0,0,0,0,16
"La Mona Rosa",2025-12-29,Bar,"Cocktails","Oaxacan Old Fashioned","Tequila / Mezcal",30,540,156,540,0,0,0,0,18
"La Mona Rosa",2025-12-29,Bar,"Frozen Cocktails","Frozen Margarita","Tequila / Mezcal",55,770,154,770,0,0,0,0,14
"La Mona Rosa",2025-12-29,Bar,"Spirits (Neat/Rocks)","Casamigos Blanco","Tequila / Mezcal",36,504,115.2,504,0,0,0,0,14
"La Mona Rosa",2025-12-29,Bar,"Spirits (Neat/Rocks)","Casamigos Reposado","Tequila / Mezcal",32,512,121.6,512,0,0,0,0,16
"La Mona Rosa",2025-12-29,Bar,"Spirits (Neat/Rocks)","Don Julio 1942","Tequila / Mezcal",18,684,216,684,0,0,0,0,38
"La Mona Rosa",2025-12-29,Bar,"Spirits (Neat/Rocks)","Patron Silver","Tequila / Mezcal",37,518,111,518,0,0,0,0,14
"La Mona Rosa",2025-12-29,Bar,"Spirits (Neat/Rocks)","Del Maguey Vida Mezcal","Tequila / Mezcal",25,350,85,350,0,0,0,0,14
"La Mona Rosa",2025-12-29,Bar,"Shots","Patron Shot","Tequila / Mezcal",56,672,145.6,672,0,0,0,0,12
"La Mona Rosa",2025-12-29,Bar,"Shots","Casamigos Shot","Tequila / Mezcal",60,720,168,720,0,0,0,0,12
"La Mona Rosa",2025-12-29,Bar,"Shots","Don Julio Shot","Tequila / Mezcal",37,518,125.8,518,0,0,0,0,14
"La Mona Rosa",2025-12-29,Bar,"Cocktails","Tito's Soda","Vodka",21,273,46.2,273,0,0,0,0,13
"La Mona Rosa",2025-12-29,Bar,"Cocktails","Moscow Mule","Vodka",10,140,30,140,0,0,0,0,14
"La Mona Rosa",2025-12-29,Bar,"Cocktails","Old Fashioned","Whiskey / Bourbon",11,176,44,176,0,0,0,0,16
"La Mona Rosa",2025-12-29,Bar,"Cocktails","Jack & Coke","Whiskey / Bourbon",16,192,38.4,192,0,0,0,0,12
"La Mona Rosa",2025-12-29,Bar,"Cocktails","Mojito","Rum",27,378,75.6,378,0,0,0,0,14
"La Mona Rosa",2025-12-29,Bar,"Cocktails","Dark & Stormy","Rum",12,168,36,168,0,0,0,0,14
"La Mona Rosa",2025-12-29,Bar,"Beer - Draft","Modelo Especial Draft","Beer",75,600,135,600,0,0,0,0,8
"La Mona Rosa",2025-12-29,Bar,"Beer - Draft","Corona Draft","Beer",53,424,95.4,424,0,0,0,0,8
"La Mona Rosa",2025-12-29,Bar,"Beer - Draft","Dos Equis Draft","Beer",47,376,75.2,376,0,0,0,0,8
"La Mona Rosa",2025-12-29,Bar,"Beer - Bottle/Can","Modelo Bottle","Beer",63,441,88.2,441,0,0,0,0,7
"La Mona Rosa",2025-12-29,Bar,"Beer - Bottle/Can","Corona Bottle","Beer",63,441,88.2,441,0,0,0,0,7
"La Mona Rosa",2025-12-29,Bar,"Beer - Bottle/Can","Pacifico Bottle","Beer",38,266,53.2,266,0,0,0,0,7
"La Mona Rosa",2025-12-29,Bar,"Beer - Bottle/Can","Dos Equis Bottle","Beer",36,252,43.2,252,0,0,0,0,7
"La Mona Rosa",2025-12-29,Bar,"Beer - Bottle/Can","Tecate","Beer",39,234,39,234,0,0,0,0,6
"La Mona Rosa",2025-12-29,Bar,"Beer - Bottle/Can","Negra Modelo","Beer",27,189,37.8,189,0,0,0,0,7
"La Mona Rosa",2025-12-29,Bar,"Wine","House Malbec","Wine",15,195,39,195,0,0,0,0,13
"La Mona Rosa",2025-12-29,Bar,"Wine","House Cabernet","Wine",11,132,26.4,132,0,0,0,0,12
